Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Бернард Бериша;ФК Ахмат;234;90;АП Л;0.3;0.12;0.91;0.3;33 %;0.79;1.77;2.1;0.06;0.12;0.37;–;0.43;2.31;0.85;0.28;26.43;68 %;1.28;48 %;2.44;30 %;4.45;52 %;1.28;57 %;0.06;100 %;1.83;37 %;5.66;49 %;10.53;1.1;1.28;1.95;0.91;4.57;25.76;48 %;8.53;40 %;17.23;52 %;2.62;21 %;9.56;64 %;5.66;60 %;4.2;50 %;1.71;6.82;20;0.97;0.55;0.24;68.87;44.21;64 %;37 %;0.79;0.67;–;0.53;0.12;0.94;1.7;1.52;1.18;0.34;–;–;17.96;0.61;0.73;2.31;0.73;0.06;0.67;2.8;12.3;3.41;8.89;0.55;6.15;3.41;2.1
Илья Берковский;Пари Нижний Новгород;187;90;АП ПЦ;–;0.46;0.46;–;0 %;0.46;2.78;0.46;–;–;–;–;–;0.93;–;0.13;18.56;60 %;0.93;0 %;0.46;100 %;3.25;14 %;0.46;0 %;–;–;1.86;0 %;2.32;60 %;9.74;1.39;0.46;3.25;1.39;1.39;18.09;33 %;8.81;47 %;9.28;20 %;3.71;25 %;0.46;0 %;0.46;0 %;7.42;50 %;3.71;2.78;6;1.39;1.39;1.39;45.93;25.05;55 %;0 %;0.46;0.46;–;0.11;0.15;–;0;0.76;3.14;-2.38;0.04;0.04;11.13;–;0.46;0.46;–;–;–;1.39;6.3;4.18;1.86;0.93;–;–;3.71
Мингиян Бевеев;Урал Екатеринбург;212;90;З П;–;0.04;0.04;–;0 %;0.22;1.3;1.39;0.27;0.85;0.31;0.04;–;0.4;0.09;0.02;51.04;80 %;0.54;33 %;2.33;35 %;11.33;66 %;3.36;63 %;0.27;50 %;6.4;63 %;3.81;58 %;4.93;0.99;0.54;5.73;1.3;1.61;14.1;56 %;9.58;52 %;4.52;62 %;2.73;59 %;2.24;66 %;1.7;54 %;4.39;46 %;6.36;6.94;25;0.9;0.18;0.22;81;63.85;79 %;22 %;0.22;0.09;–;0.08;0.04;–;0;1.16;1.23;-0.07;0.06;0.13;41.01;0.18;0.81;7.48;2.1;0.13;4.3;2.19;7.84;5.1;2.82;1.61;1.48;0.58;2.1
Эрик Космин Бикфалви;Урал Екатеринбург;198;90;Ф Ц;0.19;0.05;1.21;0.19;15 %;0.51;0.79;1.53;0.05;0.05;0.09;–;0.19;2.74;0.98;0.32;23.99;70 %;0.84;28 %;0.79;29 %;5.25;51 %;0.33;57 %;0.19;25 %;2.37;51 %;2.23;35 %;10.97;1.81;0.79;1.21;0.6;1.35;22.31;38 %;4.23;36 %;18.08;38 %;8.6;38 %;2.51;50 %;1.86;40 %;1.86;40 %;2.14;3.58;26;0.98;0.6;0.23;56.85;33.33;59 %;36 %;0.56;1.16;0.05;0.12;0.12;1.71;0.59;1.14;1.33;-0.19;0.02;0.12;16.88;0.23;0.23;2.7;0.19;0.05;1.21;0.79;8.46;1.53;6.93;3.25;1.26;0.74;0.74
Глен Бейл;Крылья Советов;227;90;З П;0.07;0.04;0.43;0.07;17 %;0.61;1.39;0.68;0.21;0.61;0.18;0.07;0.07;1.21;0.5;0.11;55.48;82 %;0.54;67 %;2.39;33 %;10.85;68 %;3.3;58 %;0.5;71 %;6.14;67 %;5.25;49 %;5.57;1.25;0.5;6.39;1.7;2.3;13.1;59 %;9.5;63 %;3.61;50 %;2.3;65 %;1.32;43 %;0.57;38 %;4.28;62 %;5.93;5.64;28;1;0.14;–;83.9;67.54;81 %;41 %;0.29;0.43;–;0.22;0.09;1.59;0.63;1.44;1.5;0.39;0.06;0.12;45.66;0.36;0.79;7.35;1.75;0.36;4.11;2.57;7.78;6;1.79;1.32;0.57;0.21;2.64
Жаниу Бикел Фигейредо Силва;Химки;188;90;ЗП ПЦ;–;0.11;0;–;–;0.11;2.72;2.7;0.33;1.9;–;0.11;0.11;0.33;0.11;0.02;25.36;79 %;–;–;–;–;3.59;55 %;0.65;0 %;0.33;0 %;2.29;52 %;0.22;0 %;5.33;1.85;0.87;3.37;0.33;0.98;17.19;49 %;10.12;48 %;7.7;51 %;2.83;31 %;3.26;60 %;1.9;40 %;3.92;56 %;4.35;5.55;11;1.2;0.44;–;54.63;39.4;72 %;33 %;–;0.22;–;0.01;0.06;–;0;0.74;1.84;-1.1;0.02;0.03;19.92;–;–;1.96;–;–;1.2;–;8.49;4.9;3.59;0.87;1.96;0.44;2.18
Мирослав Богосавац;ФК Ахмат;226;90;ЗЛ;–;0.19;0.11;–;0 %;0.61;0.31;1.26;0.31;0.73;0.04;–;–;0.42;0.11;0.03;42.73;76 %;0.88;52 %;1.11;28 %;8.74;66 %;1.26;36 %;0.15;25 %;5.38;73 %;3.2;44 %;6.61;1.87;0.53;4.85;0.88;3.5;14.55;55 %;7.29;54 %;7.25;56 %;2.6;39 %;4.1;67 %;1.68;68 %;3.44;61 %;5.42;6.72;25;0.92;–;0.04;73.39;55.67;76 %;27 %;0.04;0.27;–;0.26;0.07;–;0;1.42;1.35;0.07;0.06;0.09;32.34;0.46;0.31;5.8;0.46;0.04;3.93;1.34;8.6;3.97;4.9;0.8;2.67;1.15;2.1
Сергей Бородин;ФК Краснодар;204;90;З ЛЦ;0.1;–;0.19;0.1;50 %;–;1.15;0.38;0.19;1.25;0.19;–;–;0.19;0.1;0.03;45.72;90 %;0.29;0 %;0.1;0 %;8.7;73 %;3.17;58 %;0.58;50 %;3.17;58 %;0.19;50 %;2.11;0.86;0.1;5.28;0.38;1.34;9.99;68 %;8.64;67 %;1.34;79 %;5.19;74 %;–;–;–;–;1.34;71 %;4.8;2.98;10;0.96;0.1;–;65.12;57.25;88 %;50 %;0.1;–;–;0;0.16;0.31;3.23;1.29;1.37;-0.07;0.15;0.08;41.21;–;–;5.86;1.82;0.29;1.82;0.1;6.82;5.76;1.6;3.84;–;–;0.96
Кирилл Боженов;Химки;208;90;ЗП П;–;0.15;0.15;–;0 %;0.44;2.7;0.74;0.3;0.89;0.44;–;–;0.74;0.15;0.06;37.39;79 %;0.89;50 %;1.92;23 %;6.8;57 %;2.22;47 %;0.44;33 %;3.84;65 %;2.81;63 %;5.76;1.77;0.3;3.69;0.59;0.74;14.63;46 %;9.16;44 %;5.47;51 %;2.36;50 %;1.63;64 %;0.59;25 %;4.88;45 %;4.58;5.47;11;1.33;1.18;0.3;63.84;47.44;74 %;20 %;0.3;0.3;–;0.22;0.08;–;0;1.15;1.73;-0.58;–;–;29.7;0.44;0.44;3.84;1.3;0.15;2.51;1.77;6.8;3.99;2.81;1.18;1.3;0.15;2.22
Сергей Божин;Факел Воронеж;204;90;З Ц;0.09;0.04;0.22;0.09;40 %;0.09;0.49;0.85;0.36;1.7;0.22;–;–;0.4;0.22;0.06;32.17;81 %;0.09;100 %;0.13;0 %;9.3;63 %;3.7;62 %;0.53;83 %;3.91;58 %;0.58;31 %;2.4;0.67;0.13;8.23;0.8;0.36;14.06;69 %;11.74;69 %;2.31;69 %;6.9;69 %;0.36;63 %;0.04;0 %;2;64 %;9.3;5.78;21;0.93;0.09;–;62.19;51.34;83 %;56 %;0.18;–;–;0.03;0.16;0.73;1.37;1.16;1.54;-0.38;0.12;0.09;26.03;0.09;–;5.69;1.91;0.44;2.27;0.18;9.65;8.5;1.6;4.23;0.22;–;1.29
Мохамед Амине Брахими;Факел Воронеж;213;90;ЗП П;–;0.1;0.21;–;0 %;0.31;1.54;2.37;0.1;0.21;0.21;–;0.21;0.62;0.21;0.02;23.97;61 %;1.3;20 %;2.57;16 %;4.94;40 %;0.93;11 %;0.1;0 %;2.67;50 %;3.91;21 %;9.77;1.13;0.51;3.81;0.72;3.19;23.04;50 %;8.85;48 %;14.19;51 %;3.5;53 %;8.13;56 %;3.5;56 %;4.22;56 %;4.63;4.11;13;1.13;1.3;0.21;60.07;38.16;64 %;33 %;0.21;0.21;–;0.12;0.04;–;0;0.72;1.7;-0.35;–;–;14.61;0.21;0.41;1.95;0.1;–;1.34;0.82;11.42;4.22;7.2;1.85;4.53;1.95;2.37
Сергей Брызгалов;Факел Воронеж;196;90;З ЛЦ;–;–;0;–;–;–;0.74;1.12;0.74;2.23;–;–;0.37;–;–;–;33.84;80 %;–;–;0.37;0 %;6.69;78 %;0.74;100 %;–;–;2.23;67 %;0.74;0 %;4.83;2.6;0.37;7.81;1.12;–;16.74;78 %;14.88;75 %;1.86;100 %;7.7;68 %;–;–;–;–;5.58;73 %;6.32;4.46;3;1.12;0.74;–;61.74;50.95;83 %;–;–;–;–;–;–;–;–;0.68;1.87;-1.19;0.14;0.19;27.15;–;–;5.21;0.74;–;1.49;–;13.02;11.16;1.86;4.83;–;–;4.9
Никита Бурмистров;Сочи;221;90;АП ПЦ;–;0.37;0.97;–;0 %;1.34;1.19;0.52;0.07;0.3;0.07;–;0.74;1.79;0.82;0.18;43.1;77 %;1.49;55 %;2.83;26 %;7.97;61 %;2.16;55 %;0.07;100 %;3.57;52 %;4.84;60 %;10.5;1.71;0.89;3.65;0.45;2.53;19.13;40 %;6.25;45 %;12.88;38 %;5.29;37 %;3.87;56 %;2.68;56 %;3.13;50 %;3.87;6.18;21;0.97;0.82;0.6;77.49;54.42;70 %;46 %;0.6;0.37;–;0.41;0.1;–;0;1.23;1.24;-0.01;0;0.05;33.35;0.82;0.74;4.84;1.19;0.07;1.86;2.9;7.67;2.83;4.84;1.94;2.16;1.49;1.56
Илья Быковский;Урал Екатеринбург;211;90;ЗЛ;0.21;–;0.42;0.21;50 %;0.21;0.63;–;–;0.21;–;–;–;1.6;0.21;0.11;50.07;77 %;0.21;0 %;4.1;26 %;11.83;63 %;1.48;57 %;–;–;5.49;73 %;4.65;45 %;5.7;2.54;0.63;4.1;0.63;1.9;11.83;66 %;8.24;74 %;3.59;47 %;1.69;63 %;1.6;40 %;0.63;33 %;3.59;82 %;3.8;6.55;7;0.85;0.42;0.63;75.85;58.73;77 %;20 %;0.42;0.42;–;0.07;0.11;0.53;1.89;1.28;1.13;0.16;0;0.01;38.45;–;1.6;7.39;0.85;–;4.1;2.11;7.82;6.13;1.69;1.6;0.42;0.21;2.96
Марат Быстров;ФК Ахмат;210;90;З ЛЦ;–;–;0;–;–;0.1;0.5;0.4;0.25;0.94;0.15;–;0.05;0.1;–;0.03;36.36;82 %;0.15;67 %;0.5;50 %;6.26;66 %;1.4;57 %;0.1;0 %;2.88;64 %;1.14;43 %;2.83;1.14;0.35;7.95;1.14;1.44;13.21;63 %;10.88;60 %;2.33;74 %;4.42;49 %;1.9;82 %;0.1;100 %;3.92;65 %;7.55;6.36;20;0.94;0.15;0.05;65.36;53.29;82 %;0 %;0.1;–;–;0.03;0.25;–;0;1.37;1.41;-0.04;0.11;0.11;29.65;0.1;0.25;4.12;0.6;–;1.84;0.5;8.29;6.56;1.74;2.19;0.89;0.1;2.53
Михаил Каймаков;Торпедо Москва;190;90;ЗП ПЦ;0.2;–;0.2;0.2;100 %;0.39;0.78;1.37;–;0.98;0.2;–;–;0.39;0.2;0.01;51.65;80 %;0.98;40 %;0.78;0 %;11.15;77 %;1.17;50 %;0.39;50 %;5.48;71 %;4.3;36 %;8.61;1.76;1.17;4.11;1.17;2.74;20.74;42 %;9;41 %;11.74;43 %;1.96;20 %;4.7;54 %;2.15;45 %;5.9;46 %;6.26;8.61;10;0.98;0.98;0.98;91.57;67.7;74 %;50 %;0.2;–;–;0.13;0.01;0.03;33.33;0.77;1.88;-1.11;0.08;0.08;41.09;0.39;–;8.61;0.59;0.2;3.91;1.57;8.8;3.72;5.9;0.39;2.54;0.98;2.35
Хорхе Карраскаль;ЦСКА Москва;246;90;АП ЛЦ;0.33;0.11;1.57;0.43;28 %;1.73;1.14;2.22;0.11;0.11;0.33;–;0.16;3.9;1.25;0.41;42.83;76 %;1.57;48 %;2.1;27 %;9.38;66 %;1.57;69 %;0.16;67 %;4.28;66 %;6.2;50 %;11.44;1.79;1.68;1.95;0.98;4.23;24.51;50 %;5.64;33 %;18.87;55 %;3.2;37 %;10.41;69 %;4.88;64 %;3.42;40 %;2.66;5.4;26;0.87;0.43;0.54;83.87;57.85;69 %;40 %;1.19;0.65;–;0.51;0.13;1.25;0.8;1.74;0.97;0.77;0;0.04;32.53;0.76;0.54;6.23;1.8;0.11;2.82;2.98;12.31;1.84;10.46;1.19;7.21;3.14;1.36
Матео Кассьерра;Зенит;212;90;Ф Ц;0.12;0.23;1.91;0.12;6 %;1.4;0.64;0.81;–;–;–;–;0.7;2.2;0.81;0.36;22.85;82 %;0.75;46 %;–;–;2.44;67 %;0.23;75 %;–;–;0.75;46 %;0.99;59 %;7.77;1.4;0.52;1.39;0.64;0.81;15.54;41 %;2.84;29 %;12.7;44 %;6.15;39 %;2.2;66 %;1.28;55 %;1.16;35 %;1.62;2.9;26;0.99;0.93;0.52;46.28;31.14;67 %;37 %;0.7;0.52;0.17;0.26;0.16;3.6;0.33;1.93;0.71;1.22;0.04;0.13;18.79;0.35;–;1.62;0.17;–;0.35;0.58;6.38;0.81;5.57;2.38;1.45;0.7;0.41
Максимилиано Кофрие;Спартак Москва;–;90;З ПЦ;–;–;0;–;–;–;–;–;–;–;–;–;–;–;–;–;24.23;71 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;6.92;6.92;–;–;–;–;6.92;100 %;3.46;100 %;3.46;100 %;–;–;–;–;–;–;0;–;0;–;1;–;–;3.46;31.15;24.23;78 %;–;–;–;–;–;–;–;–;3.5;0.73;2.32;–;–;17.31;–;–;–;–;–;–;–;6.92;3.46;3.46;–;–;–;0
Фёдор Чалов;ЦСКА Москва;246;90;Ф Ц;0.72;0.19;2.8;0.72;35 %;1.4;0.76;1.2;0.04;0.04;0.08;–;0.34;3.41;1.74;0.66;29.87;76 %;1.48;56 %;0.49;38 %;4.1;65 %;0.57;67 %;0.08;50 %;1.97;65 %;2.2;66 %;10.64;1.67;1.17;1.4;0.64;1.14;21.39;34 %;5.6;30 %;15.79;36 %;7.65;32 %;2.73;46 %;1.74;50 %;2.54;40 %;2.23;3.37;30;1.1;0.91;0.04;62.55;38.36;61 %;51 %;0.87;0.64;0.15;0.3;0.19;0.92;1.9;1.65;0.86;0.8;0;0.07;22.6;0.83;0.19;2.61;0.38;0.04;1.29;1.44;7.31;1.67;5.64;2.42;1.25;0.87;1.2
Александр Черников;ФК Краснодар;220;90;ЗП Ц;–;0.1;0;–;–;0.1;0.92;1.2;0.31;0.92;0.1;0.1;–;0.82;0.1;0.07;63.82;92 %;0.2;0 %;–;–;12.78;83 %;1.2;70 %;0.2;50 %;6.34;77 %;0.61;50 %;2.86;0.82;0.72;3.99;0.82;2.86;12.68;65 %;7.26;62 %;5.42;70 %;2.76;85 %;1.64;81 %;0.31;33 %;2.86;68 %;5.11;4.3;13;1.12;0.61;0.2;90.31;79.36;88 %;13 %;0.31;0.41;–;0.11;0.08;–;0;1.44;1.8;0.36;0.01;0.04;58.7;–;–;10.64;0.72;0.1;4.91;0.31;8.28;4.5;3.78;2.35;1.33;0.1;1.94
Евгений Чернов;Ростов;217;90;ЗЛ;0.09;–;0.24;0.09;40 %;0.38;0.66;1.14;0.14;0.85;0.19;–;0.09;0.43;0.19;0.03;32.49;73 %;0.61;31 %;3.22;35 %;5.96;55 %;1.47;39 %;0.19;0 %;3.64;56 %;5.2;54 %;5.39;1.4;0.61;3.41;0.8;1.75;9.79;52 %;6.48;52 %;3.31;51 %;3.7;46 %;1.23;54 %;0.71;53 %;1.94;54 %;3.31;4.4;23;0.9;0.19;0.19;52.73;38.5;73 %;44 %;0.14;0.09;–;0.18;0.08;0.37;2.74;1.9;1.56;-0.47;0.05;0.08;23.84;0.19;1.14;3.26;0.57;–;2.3;2.79;5.6;3.36;1.7;1.42;0.66;0.38;1.4
Никита Чернов;Спартак Москва;219;90;З ПЦ;–;–;0.23;–;0 %;0.06;1.28;0.7;0.29;0.58;0.23;–;0.06;0.29;0.17;0.07;50.51;90 %;0.29;20 %;0.12;100 %;8.47;78 %;1.68;41 %;0.17;33 %;3.19;65 %;0.46;25 %;2.96;0.81;0.06;7.2;0.81;1.33;12.76;59 %;10.44;62 %;2.32;48 %;5.34;61 %;0.29;40 %;–;–;2.67;54 %;6.67;4.76;24;0.99;0.35;0.41;76.37;66.05;86 %;60 %;0.12;–;–;0.02;0.23;–;0;1.76;1.9;0.67;0.1;0.08;45.58;0.06;0.12;6.61;0.7;0.06;2.9;0.12;7.54;6.44;1.1;3.25;0.12;–;1.45
Илья Черняк;ФК Ахмат;–;90;АП Ц;–;–;0;–;–;–;–;–;–;–;–;–;–;–;–;–;18;100 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;18;–;9;9;9;–;27;0 %;9;0 %;18;0 %;9;0 %;–;–;–;–;9;0 %;0;9;2;–;–;18;63;27;43 %;–;–;–;–;0.45;–;–;–;1.89;–;1.89;–;–;18;–;–;–;–;–;–;–;–;0;0;–;–;–;0
Даниил Черняков;Факел Воронеж;184;90;ЗП ПЦ;–;–;0;–;–;–;1.62;0.81;0.41;0.81;0.41;–;–;1.22;–;0.1;25.54;68 %;0.41;0 %;–;–;6.8;60 %;2.3;40 %;0.41;100 %;3.65;56 %;4.46;45 %;3.65;0.41;0.41;1.62;0.41;1.22;14.59;47 %;9.32;39 %;5.27;62 %;1.22;100 %;1.22;67 %;–;–;4.46;45 %;1.62;3.65;4;0.81;0.81;0.81;48.24;30.81;64 %;0 %;0.81;0.41;–;0.04;0.08;–;0;1.71;2.36;-0.65;0.08;0.1;17.43;–;–;3.65;0.81;0.41;2.3;2.3;6.89;3.65;3.24;1.22;0.81;–;2.3
Артур Чёрный;Химки;197;90;З П;–;–;0.15;–;0 %;–;0.92;0.31;0.77;1.8;0.31;–;–;0.46;0.15;0.02;52.62;82 %;0.15;0 %;1.23;13 %;6.15;63 %;2.15;57 %;0.31;0 %;3.85;64 %;1.23;38 %;5.69;1.54;0.92;7.8;1.23;1.54;14.15;65 %;10.31;64 %;3.85;68 %;4.46;72 %;0.92;67 %;0.15;0 %;3.54;57 %;6;7.23;11;0.77;0.46;0.92;82.92;67.38;81 %;33 %;0.15;0.15;–;0.03;0.03;–;0;0.82;1.35;-0.53;0.09;0.09;43.23;–;0.15;3.85;1.23;–;2.46;0.46;9.23;6.62;2.62;3.23;0.62;–;2
Василий Черов;Факел Воронеж;198;90;ЗП П;–;0.18;0.25;–;0 %;0.62;0.43;0.25;0.25;0.74;0.12;–;–;0.55;0.12;0.06;38.82;71 %;0.98;38 %;2.58;26 %;9.41;58 %;1.41;65 %;0.12;50 %;4.49;56 %;4.24;49 %;7.63;1.17;0.86;3.63;0.68;1.48;12.43;56 %;7.2;63 %;5.23;47 %;2.77;64 %;1.66;52 %;1.5;35 %;2.52;66 %;5.29;7.14;25;0.86;0.43;0.68;66.56;48.35;73 %;22 %;0.25;0.18;–;0.22;0.1;–;0;1.4;1.52;-0.12;0.07;0.1;27.38;0.37;0.68;5.48;0.92;0.06;2.52;2.9;7.1;4.55;2.46;1.78;0.86;0.37;1.66
Ираклий Чежия;Химки;191;90;З ЛЦ;–;–;0.13;–;0 %;–;0.93;0.27;0.8;2.26;0.27;–;–;0.27;0.13;0.02;40.35;87 %;–;–;–;–;7.3;71 %;1.19;78 %;–;–;2.79;67 %;–;–;2.52;0.93;0.13;5.84;0.27;1.33;11.55;66 %;9.69;63 %;1.86;79 %;3.98;60 %;0.4;67 %;–;–;2.52;58 %;6.9;6.11;8;0.93;0.13;0.13;66.64;57.21;86 %;50 %;–;0.13;–;0.01;0.06;–;0;0.65;2.42;-1.77;0.12;0.08;35.18;–;–;5.18;0.93;–;1.86;–;7.57;6.11;1.46;2.39;0.27;–;1.46
Дмитрий Чистяков;Зенит;225;90;З ПЦ;–;–;0.28;–;0 %;–;0.85;0.28;0.47;0.85;0.19;–;–;0.28;0.19;0.05;64.03;92 %;–;–;–;–;9.35;75 %;1.51;63 %;0.19;0 %;2.55;74 %;0.28;0 %;3.59;1.23;0.19;5.95;1.4;0.94;10.58;66 %;7.46;65 %;3.12;70 %;5.48;66 %;0.38;100 %;–;–;1.23;92 %;5.48;6.14;15;0.85;0.19;0.57;87.64;78.48;90 %;67 %;0.09;–;–;–;0.16;–;0;1.42;0.69;0.73;0.08;0.06;58.74;–;–;6.99;0.94;–;1.89;–;6.99;4.82;2.17;3.59;0.38;–;1.13
Александр Чиркович;Крылья Советов;203;90;АП ЛЦ;0.21;–;0.64;0.21;33 %;0.86;0.64;1.5;–;–;0.21;–;–;2.36;0.86;0.15;29.79;79 %;0.43;100 %;0.86;25 %;3.64;65 %;0.64;0 %;0.21;0 %;1.7;60 %;3;57 %;5.36;1.29;0.43;1.5;0.43;2.36;10.93;49 %;2.57;58 %;8.36;46 %;1.71;25 %;3.64;59 %;1.5;57 %;1.71;50 %;2.36;3;12;0.64;0.43;1.93;51;37.29;73 %;36 %;0.43;1.7;–;0.43;0.06;0.69;1.45;1.55;0.95;0.59;–;–;23.57;0.43;0.21;2.36;–;–;0.64;1.71;5.36;1.5;3.86;0.43;2.14;0.86;0.86
Ибраима Сиссе;Урал Екатеринбург;218;90;ЗП Ц;–;–;0.07;–;0 %;0.14;0.79;1.51;0.14;0.43;0.22;–;–;0.58;0.07;0.02;45.43;87 %;0.14;50 %;0.07;0 %;7.33;70 %;1.1;71 %;0.14;50 %;3.67;69 %;0.5;29 %;3.23;1.22;0.29;7.33;2.44;0.58;14.02;64 %;9.49;61 %;4.53;71 %;3.74;65 %;1.1;64 %;0.29;50 %;3.52;67 %;7.33;7.19;17;1.1;0.43;0.22;75.41;63.76;85 %;13 %;0.29;0.14;0.07;0.02;0.03;–;0;1.35;1.2;0.33;0.03;0.04;39.61;0.07;–;5.1;0.72;0.07;2.52;0.14;8.99;5.75;3.23;2.44;0.65;0.14;2.37
Мозес Давид Кобнан Давид;ФК Краснодар;210;90;АП П;–;0.17;0.69;–;0 %;0.35;2.8;1.39;–;0.17;0.69;–;0.69;2.6;0.69;0.36;22.72;78 %;0.35;0 %;0.52;67 %;3.64;62 %;0.17;100 %;–;–;2.8;67 %;1.21;57 %;8.15;1.91;0.35;2.6;1.56;3.12;22.2;41 %;5.2;33 %;16.99;43 %;3.64;29 %;7.11;56 %;3.64;48 %;2.43;57 %;2.43;4.86;10;1.4;1.4;0.69;58.27;37.8;65 %;27 %;0.69;1.4;0.17;0.16;0.14;–;0;1.47;1.27;0.2;–;–;17.69;–;0.35;2.25;0.17;–;1.39;0.69;9.2;1.73;7.28;1.4;3.99;1.73;1.39
Герман Андрес Конти;Локомотив Москва;194;90;З ПЦ;–;–;0;–;–;–;0.31;0.31;0.61;1.22;–;–;0.31;–;–;–;33.98;74 %;–;–;–;–;7.65;20 %;1.22;25 %;–;–;2.76;33 %;0.61;50 %;2.76;0.31;–;3.6;0.31;0.31;14.39;62 %;12.55;61 %;1.84;67 %;7.96;62 %;0.31;100 %;–;–;2.45;63 %;8.57;4.9;3;0.92;–;–;62.14;47.76;77 %;–;–;–;–;–;–;–;–;2.5;1.6;0.45;0.38;0.1;25.1;–;–;1.53;0.31;–;0.92;0.31;8.88;7.65;1.22;–;0.31;–;1.53
Джон Кордоба;ФК Краснодар;222;90;Ф Ц;0.63;0.23;2.3;0.68;29 %;1.17;1.63;2.35;0.05;0.14;0.32;–;1.22;2.94;1.58;0.56;15.44;78 %;0.59;69 %;0.68;13 %;1.35;73 %;0.32;86 %;0.05;100 %;0.59;69 %;0.68;33 %;10.75;1.4;0.72;0.99;0.72;1.45;22.94;40 %;3.21;31 %;19.73;42 %;6.1;38 %;4.24;50 %;2.71;43 %;0.68;47 %;1.31;1.72;23;0.99;0.32;0.05;46.47;27.32;59 %;54 %;0.81;0.45;0.09;0.21;0.19;0.89;1.12;1.5;1.43;0.07;0;0.04;12.1;0.41;0.09;0.99;0.27;0.05;0.41;0.23;9.21;0.99;8.22;2.3;2.12;1.17;0.32
Марио Чурич;Торпедо Москва;202;90;ЗП Ц;0.07;0.07;0.29;0.07;25 %;0.36;1.2;1.89;0.22;0.44;0.22;–;0.07;0.94;0.44;0.1;38.76;85 %;0.29;75 %;0.22;33 %;5.44;71 %;1.52;57 %;–;–;2.54;66 %;3.5;45 %;5.3;1.74;0.58;3.48;1.2;1.45;19.67;48 %;9.58;43 %;10.09;53 %;2.98;49 %;4.5;69 %;1.9;73 %;4.65;45 %;5.3;7.19;17;0.87;0.22;0.36;73.81;56.54;77 %;46 %;0.15;0.36;–;0.16;0.1;1.34;0.75;0.87;1.99;-1.12;0.03;0.07;32.81;0.22;0.07;3.85;0.87;–;1.67;1.38;9.44;4.14;5.3;1.45;3.12;0.8;2.1
Роша;ЦСКА Москва;234;90;З Ц;0.13;–;0.34;0.13;38 %;0.3;0.82;0.82;0.22;0.69;0.13;0.04;0.04;0.86;0.39;0.12;40.39;81 %;0.17;75 %;0.47;18 %;12.54;66 %;3.49;60 %;0.39;44 %;5.4;68 %;1.12;42 %;3.32;0.91;0.09;10.47;1.25;0.91;17.97;71 %;14.78;72 %;3.19;64 %;8.15;73 %;0.78;72 %;0.22;60 %;3.53;70 %;7.63;8.1;22;0.95;0.09;–;75.91;62.24;82 %;45 %;0.3;0.17;–;0.04;0.14;0.92;1.9;1.7;0.85;0.85;0.07;0.08;32.59;0.13;0.09;8.28;2.11;0.17;3.41;0.47;12.67;10.65;2.3;5.95;0.56;0.13;2.46
