№;Игрок;Позиция;Команда;МИН;Г;ГП;КП;КП+;КП%;УД;УД+;УД%;xG;Ф;ФП;ОФ;ЖК;КК;ТТД;ТТД+;ТТД%;ТШ;ГМ;ГМ+;ГМ%;ПОТ;ПТС;ВОЗ;ВЗС;НОМ;ПАС;ПАС+;ПАС%;ПСВ;ПСВ+;ПСВ%;ПCН;ПCН+;ПCН%;ДПС;ДПС+;ДПС%;КСП;КСП+;КСП%;ПФТ;ПФТ+;ПФТ%;ПСШ;ПСШ+;ПСШ%;НАВ;НАВ+;НАВ%;ППУ;ППУ+;ППУ%;ППС;ППШ;ЕД;ЕД+;ЕД%;ЕДВ;ЕДВ+;ЕДВ%;ЕДО;ЕДО+;ЕДО%;ЕДА;ЕДА+;ЕДА%;ОБВ;ОБВ+;ОБВ%;ОТБ;ОТБ+;ОТБ%;ПХ;ШТУ;ПШУ;ПШУ+;ПШУ%;УГЛ;АУТ;АУТ+;АУТ%
61;Расул Гыстаров;ЛОП;Енисей;246;0;0;0;0;0 %;2.9;1.1;38 %;0.11;2.2;1.5;0;0;0;73.9;51.6;70 %;3.3;0.7;0;0 %;14.6;2.9;12.8;7;1.1;45.7;34;74 %;19.8;13.2;67 %;11.3;10.6;94 %;0.7;0.4;50 %;45;33.7;75 %;18.7;12.1;65 %;4.8;1.5;31 %;1.1;0.4;33 %;0.4;0.4;100 %;46.5;1.8;16.1;7.3;45 %;2.6;1.5;57 %;6.2;3.7;59 %;9.9;3.7;37 %;4;2.2;55 %;3.3;0.7;22 %;2.9;0.4;0;0;0 %;1.8;0;0;0 %
76;Родригеш Серра Тьяго Кунха;ЛВ;Велес Москва;17;0;0;0;0;0 %;0;0;0 %;0.00;0;0;0;0;0;21.2;10.6;50 %;0;0;0;0 %;10.6;0;0;0;0;15.9;10.6;67 %;5.3;0;0 %;10.6;10.6;100 %;0;0;0 %;15.9;10.6;67 %;15.9;10.6;67 %;0;0;0 %;0;0;0 %;0;0;0 %;21.2;0;5.3;0;0 %;0;0;0 %;0;0;0 %;5.3;0;0 %;5.3;0;0 %;0;0;0 %;0;0;0;0;0 %;0;0;0;0 %
29;Роман Денисов;ЛП;Нефтехимик;927;0;0;0;0;0 %;0.4;0.1;25 %;0.07;1.1;0.6;0.1;0;0;56;41.5;74 %;1.5;0.2;0;0 %;7.1;3.3;15.9;6.5;0.3;29.8;23.8;80 %;17.2;12.4;72 %;4.2;4;95 %;1.1;0.6;55 %;28.7;23.2;81 %;8.6;7.1;82 %;1.4;0.7;50 %;0.5;0;0 %;0.4;0.3;75 %;21.5;0.7;14.3;6.5;46 %;3.2;1.5;45 %;8.7;4.5;51 %;5.5;2;37 %;1.1;0.3;27 %;4.2;2;49 %;5.1;0.2;0;0;0 %;0;0.4;0.4;100 %
92;Роман Емельянов;ПОП;Шинник;1022;0;0;0;0;0 %;0.5;0.2;33 %;0.03;1;1.1;0;0.4;0;72.5;54.4;75 %;1.1;0.2;0;0 %;9.5;4.8;21.6;8.5;0.4;39.5;30.5;77 %;25.4;17.5;69 %;3.6;3.5;98 %;1.8;0.9;50 %;37.7;29.6;79 %;8.4;6.8;81 %;0.9;0.3;30 %;0.3;0;0 %;0.3;0.3;100 %;27.7;0.6;17.7;10.1;57 %;6.1;3.8;62 %;10.3;5.9;57 %;7.4;4.2;57 %;0.9;0.7;80 %;4.1;2;50 %;5.5;0.4;0;0;0 %;0;0;0;0 %
64;Роман Защепкин;ЦОП;Краснодар 2;431;0;0;0.8;0.8;100 %;1.5;0.2;14 %;0.24;1.9;0.4;0;0.2;0;72.5;50.7;70 %;1.5;0.2;0;0 %;12.3;6.9;19.4;7.9;1.9;39;29.7;76 %;22.3;14.4;64 %;4;3.8;95 %;3.5;2.1;59 %;35.5;27.6;78 %;10.2;7.5;73 %;1.9;1.3;67 %;0;0;0 %;0.2;0.2;100 %;29.2;0.2;19.6;9.4;48 %;4;2.3;58 %;11.7;6.7;57 %;7.9;2.7;34 %;1.5;0.4;29 %;3.8;2.3;61 %;6.1;0.2;0;0;0 %;0;1.3;0.8;67 %
79;Роман Изотов;ЛВ;Арсенал Тула;165;0;0;0.5;0.5;100 %;1.6;1.1;67 %;0.10;2.7;1.1;1.1;0;0;40.9;22.9;56 %;4.4;1.1;0;0 %;9.3;1.6;7.6;4.9;1.1;18;13.1;73 %;6;3.3;55 %;6.5;5.5;83 %;0;0;0 %;18;13.1;73 %;4.4;2.2;50 %;0;0;0 %;0;0;0 %;1.1;1.1;100 %;23.5;2.7;14.2;3.3;23 %;2.2;0;0 %;4.4;0.5;13 %;9.8;2.7;28 %;4.4;1.1;25 %;2.7;0;0 %;3.3;0;0;0;0 %;0;0.5;0.5;100 %
4;Роман Локтионов;ЦЗ;Волгарь Астрахань;1054;0;0;0;0;0 %;0.3;0.2;50 %;0.04;0.3;0.3;0.1;0;0;53.8;46.1;86 %;1.3;0.1;0;0 %;4.4;4;16.5;1.5;0.3;32.1;28;87 %;22.9;19.1;84 %;0.9;0.9;100 %;2.3;1.4;59 %;29.8;26.6;89 %;2.3;2.1;93 %;0.3;0.2;67 %;0.1;0.1;100 %;0.2;0;0 %;19.1;0.7;8.2;5.5;67 %;3.8;2.5;66 %;6.6;4.5;69 %;1.6;0.9;58 %;0.1;0.1;100 %;1.5;1;71 %;6.3;3.8;0.1;0.1;100 %;0;0;0;0 %
77;Роман Минаев;ЦФД;Уфа;872;0.2;0;0.1;0.1;100 %;1.7;1;63 %;0.22;0.5;0.9;0.6;0.2;0;45.4;25.1;55 %;6.4;1.5;0.2;13 %;8.1;1.1;9;5.5;1;15.3;10.1;66 %;5.3;3.2;61 %;3.2;2.8;87 %;0.3;0.2;67 %;15;9.9;66 %;6.6;4.3;66 %;1.7;0.7;44 %;0.8;0;0 %;0.2;0.2;100 %;28;2.8;22;8.2;37 %;9.2;3;33 %;4.5;2.4;52 %;17.4;5.8;33 %;4.3;2.5;57 %;1.2;0.8;67 %;2;0.2;0;0;0 %;0;0.3;0.3;100 %
35;Роман Сафронов;ВРТ;Краснодар 2;238;0;0;0;0;0 %;0;0;0 %;0.00;0;0;0;0;0;46.1;37.8;82 %;0;0;0;0 %;7.6;7.6;8.3;0;0;37.1;29.5;80 %;30.6;23.1;75 %;0;0;0 %;18.9;12.5;66 %;18.2;17;94 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;19.3;0;0.8;0.8;100 %;0.8;0.8;100 %;0.8;0.8;100 %;0;0;0 %;0;0;0 %;0;0;0 %;2.6;2.6;0;0;0 %;0;0;0;0 %
71;Роман Янушковский;ЛФД;Нефтехимик;78;0;0;0;0;0 %;1.2;0;0 %;0.28;1.2;1.2;5.8;0;0;55.4;26.5;48 %;5.8;1.2;0;0 %;9.2;2.3;17.3;8.1;0;17.3;9.2;53 %;8.1;3.5;43 %;3.5;3.5;100 %;0;0;0 %;17.3;9.2;53 %;2.3;2.3;100 %;3.5;0;0 %;2.3;0;0 %;2.3;2.3;100 %;30;5.8;31.2;11.5;37 %;8.1;2.3;29 %;5.8;3.5;60 %;25.4;8.1;32 %;1.2;0;0 %;1.2;1.2;100 %;3.5;0;0;0;0 %;1.2;0;0;0 %
1;Ростислав Солдатенко;ВРТ;Алания;1258;0;0;0;0;0 %;0;0;0 %;0.00;0;0.2;0;0;0;39.1;33.5;86 %;0;0;0;0 %;5.7;5.7;6.2;0;0;32.7;27;83 %;27.9;22.4;80 %;0;0;0 %;15.8;11.1;70 %;16.9;16;94 %;0.1;0.1;100 %;0;0;0 %;0;0;0 %;0;0;0 %;20.7;0;0.4;0.4;100 %;0.3;0.3;100 %;0.4;0.4;100 %;0;0;0 %;0;0;0 %;0;0;0 %;3.9;1.9;0;0;0 %;0;0;0;0 %
7;Руслан Апеков;ЛВ;Акрон;629;0.3;0;0.4;0.4;100 %;1.9;1;54 %;0.08;0.7;1.4;0.3;0.1;0;56.1;37.5;67 %;5;0.7;0.3;40 %;12.3;2.9;9.9;5.9;0.9;27.6;19.6;71 %;12.6;7.2;57 %;4;3.6;89 %;1;0.4;43 %;26.6;19.2;72 %;12.2;8.9;73 %;4.7;2.6;55 %;2;0.3;14 %;1.3;1.3;100 %;30.6;2;17.5;8.2;47 %;3.1;1.1;36 %;4.7;2.6;55 %;12.7;5.6;44 %;7.6;4.1;55 %;1.6;0.9;55 %;2.1;0.1;0.1;0;0 %;0.3;1.1;1;88 %
7;Руслан Аюкин;ЛЗ;КамАЗ;767;0;0;0.2;0.2;100 %;0.2;0;0 %;0.02;1.1;1.1;0;0.4;0;68.6;52;76 %;0.7;0;0;0 %;11.9;8;17;2.7;0.2;44.1;32.9;74 %;29.6;19.8;67 %;6.1;6.1;100 %;3.4;1.6;48 %;40.7;31.2;77 %;11;8.8;80 %;2.1;1.2;56 %;1.5;0.1;8 %;0.5;0.4;75 %;25.1;0.4;11.1;6.6;59 %;2.9;2.1;72 %;9.4;5.9;63 %;1.8;0.7;40 %;0.8;0.5;57 %;3.1;1.8;58 %;5.2;1.1;0;0;0 %;0.2;8.9;7.9;88 %
19;Руслан Байтуков;ПЦЗ;Родина Москва;95;0;0;0;0;0 %;0;0;0 %;0.00;0;0.9;0;0;0;72;54.9;76 %;0;0;0;0 %;14.2;9.5;17.1;5.7;0.9;49.3;36;73 %;33.2;21.8;66 %;3.8;3.8;100 %;3.8;0.9;25 %;45.5;35.1;77 %;1.9;0;0 %;3.8;2.8;75 %;0.9;0;0 %;1.9;1.9;100 %;26.5;0;10.4;8.5;82 %;4.7;4.7;100 %;5.7;3.8;67 %;4.7;4.7;100 %;0.9;0.9;100 %;1.9;0.9;50 %;8.5;0.9;0;0;0 %;0;13.3;9.5;71 %
23;Руслан Безруков;ЛЦП;Рубин Казань;196;0;0;0.5;0.5;100 %;0.9;0.5;50 %;0.14;2.8;0.5;0;0.5;0;64.3;41.3;64 %;5.1;0.5;0;0 %;7.8;1.8;18.8;12.4;0.5;24.8;18.8;76 %;13.3;8.3;62 %;4.1;4.1;100 %;0.9;0.5;50 %;23.9;18.4;77 %;6.4;5.5;86 %;1.4;0.9;67 %;0.5;0.5;100 %;0.5;0.5;100 %;21.6;1.4;24.3;8.3;34 %;4.6;1.8;40 %;10.1;4.6;45 %;14.2;3.7;26 %;2.8;1.4;50 %;7.3;2.8;38 %;5.5;0;0;0;0 %;0;0;0;0 %
70;Руслан Дауров;ПЗ;Алания;131;0;0;0;0;0 %;0;0;0 %;0.00;2.1;2.7;0;0.7;0;73.5;55.6;76 %;0;0;0;0 %;11.7;3.4;17.2;5.5;2.1;42.6;33.7;79 %;23.4;16.5;71 %;7.6;6.2;82 %;2.1;2.1;100 %;40.5;31.6;78 %;19.9;15.8;79 %;4.8;3.4;71 %;2.1;0.7;33 %;1.4;0.7;50 %;24;0;15.1;8.9;59 %;3.4;2.7;80 %;10.3;7.6;73 %;4.8;1.4;29 %;2.1;1.4;67 %;4.8;2.7;57 %;5.5;1.4;0;0;0 %;0;9.6;8.9;93 %
78;Руслан Куль;ПФД;Родина Москва;145;0;0;0;0;0 %;1.2;0;0 %;0.16;1.2;0.6;0;1.2;0;59;41;69 %;2.5;0.6;0;0 %;9.9;2.5;14.3;5.6;1.9;28.6;23;80 %;11.8;8.1;68 %;6.2;6.2;100 %;1.2;0;0 %;27.3;23;84 %;12.4;9.3;75 %;3.7;3.1;83 %;0;0;0 %;0;0;0 %;31.7;1.9;18.6;8.1;43 %;2.5;1.2;50 %;5.6;3.1;56 %;13;5;38 %;5.6;3.1;56 %;4.3;1.2;29 %;6.8;0;0;0;0 %;0.6;0;0;0 %
71;Руслан Лисакович;ЦОП;Динамо Махачкала;160;0;0;0.6;0.6;100 %;0;0;0 %;0.00;1.1;0.6;0;0;0;75.4;56.8;75 %;1.1;0;0;0 %;10.7;3.4;18.6;11.8;0;39.9;32.1;80 %;21.4;15.2;71 %;5.6;5.6;100 %;1.7;0.6;33 %;38.2;31.5;82 %;11.8;9.6;81 %;2.8;1.1;40 %;0.6;0;0 %;0.6;0.6;100 %;31.5;0.6;20.8;10.1;49 %;1.7;0;0 %;7.9;3.9;50 %;12.9;6.2;48 %;5.6;2.8;50 %;3.9;2.8;71 %;5.6;0.6;0;0;0 %;1.1;0;0;0 %
70;Руслан Мамишов;ПВ;КамАЗ;9;0;0;0;0;0 %;0;0;0 %;0.00;0;10;0;0;0;40;30;75 %;0;0;0;0 %;0;0;10;10;0;10;10;100 %;0;0;0 %;10;10;100 %;0;0;0 %;10;10;100 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;10;0;20;10;50 %;0;0;0 %;0;0;0 %;20;10;50 %;10;10;100 %;0;0;0 %;0;0;0;0;0 %;0;0;0;0 %
23;Руслан Махмутов;ПОП;Волга Ульяновск;830;0;0.2;0.2;0.2;100 %;0.7;0;0 %;0.02;0.7;0.3;0;0;0;73.7;60.2;82 %;0.2;0;0;0 %;8.3;2.4;12.9;5;0.8;48.3;41.5;86 %;21.4;17.3;81 %;8.2;7.7;93 %;2.5;1.7;70 %;45.8;39.8;87 %;15;12.4;83 %;4.1;2.2;53 %;0.8;0.2;29 %;1.1;1.1;100 %;38.3;0.2;13.4;8;60 %;0.9;0.3;38 %;7.9;4.9;62 %;5.5;3.1;57 %;3.7;2.8;76 %;2.5;1.4;57 %;4.1;1.6;0;0;0 %;2.4;0.3;0.3;100 %
6;Руслан Фищенко;ПОП;Родина Москва;1078;0;0;0;0;0 %;0.2;0;0 %;0.01;2.1;1.8;0;0.3;0;64.3;50.9;79 %;1;0;0;0 %;6.9;3.3;19.8;8;0.5;34.9;28.6;82 %;18.5;13.7;74 %;6.3;6;95 %;1;0.7;67 %;33.9;27.9;82 %;9.2;7.3;79 %;0.7;0.5;75 %;0.3;0.1;33 %;0.1;0.1;100 %;24.1;0.6;19.5;13.4;69 %;6.7;4.6;69 %;11.2;7.6;68 %;8.3;5.8;70 %;0.7;0.6;88 %;5.5;3.6;65 %;4.5;0.8;0;0;0 %;0;0.2;0.2;100 %
5;Рустам Ашурматов;ПЦЗ;Рубин Казань;118;0.8;0;0;0;0 %;2.3;0.8;33 %;0.11;1.5;0;0;0.8;0;86.2;71.7;83 %;0.8;0.8;0.8;100 %;8.4;5.3;21.4;6.1;0;54.9;46.5;85 %;35.8;28.2;79 %;3.8;3.8;100 %;6.1;5.3;88 %;48.8;41.2;84 %;2.3;1.5;67 %;0;0;0 %;0;0;0 %;0;0;0 %;38.1;0.8;13;9.9;76 %;4.6;3.1;67 %;9.9;8.4;85 %;3.1;1.5;50 %;1.5;1.5;100 %;1.5;1.5;100 %;9.2;2.3;0;0;0 %;0;0;0;0 %
13;Рустам Сосранов;ЛЗ;СКА Хабаровск;374;0;0;0.2;0.2;100 %;0.5;0.2;50 %;0.07;1.7;0.5;0;0.2;0;72;59.2;82 %;1.2;0.2;0;0 %;8.4;4.1;14.7;4.1;0.5;49.3;41.6;84 %;24.5;18.5;75 %;11.1;10.8;98 %;2.6;0.7;27 %;46.7;40.9;88 %;7.5;6.5;87 %;1.9;1;50 %;1.2;0.2;20 %;0;0;0 %;34.2;0.7;13;8.9;69 %;3.1;1.4;46 %;8.2;6;74 %;4.8;2.9;60 %;0.7;0.5;67 %;4.3;3.4;78 %;5.1;0.7;0;0;0 %;0;8.4;7.7;91 %
6;Рустам Халимбеков;ПЦЗ;Динамо Махачкала;356;0;0;0;0;0 %;0;0;0 %;0.00;0.3;1;0;0;0;67.2;54.9;82 %;0.5;0;0;0 %;6.3;4.6;20.7;3.8;0.3;36.9;31.3;85 %;21.7;16.7;77 %;5.1;4.8;95 %;2.8;2;73 %;34.1;29.3;86 %;3.5;3.3;93 %;0.5;0;0 %;0;0;0 %;0;0;0 %;22.5;0.3;15.4;9.9;64 %;6.6;4.3;65 %;11.1;7.1;64 %;4.3;2.8;65 %;0.8;0.3;33 %;3.5;2.5;71 %;5.3;2.8;0;0;0 %;0.3;0.3;0.3;100 %
72;Рустам Халназаров;ПВ;Краснодар 2;397;0.2;0.5;0.5;0.5;100 %;1.6;0.5;29 %;0.12;1.8;1.1;0;0.2;0;48.3;29.5;61 %;3.6;0.9;0.2;25 %;8.8;2.3;12;4.5;0.9;18.6;13.1;71 %;5.7;3.9;68 %;3.2;2.9;93 %;0.9;0.2;25 %;17.7;12.9;73 %;7.3;5.4;75 %;2.3;0.5;20 %;1.8;0;0 %;0.9;0.9;100 %;20.4;0.9;18.1;6.6;36 %;3.4;1.1;33 %;8.8;3.9;44 %;9.3;2.7;29 %;4.3;1.8;42 %;4.5;2.3;50 %;3.4;0.2;0;0;0 %;0.9;0.2;0.2;100 %
5;Рустамжон Ашурматов;ЦОП;Рубин Казань;149;0;0;0;0;0 %;0;0;0 %;0.00;2.4;1.2;0;0.6;0;82.8;59.8;72 %;0.6;0;0;0 %;14.5;7.9;24.2;10.3;0.6;44.1;30.8;70 %;29;18.1;63 %;6;6;100 %;1.2;0.6;50 %;42.9;30.2;70 %;9.1;6;67 %;0.6;0;0 %;0.6;0;0 %;0.6;0;0 %;30.2;0.6;21.7;12.7;58 %;8.5;6;71 %;12.7;7.9;62 %;9.1;4.8;53 %;3;2.4;80 %;3.6;1.2;33 %;4.2;0;0;0;0 %;0;0;0;0 %
19;Саид Алиев;ЦФД;СКА Хабаровск;542;0.7;0;0;0;0 %;2;1.2;58 %;0.34;0.5;2.7;0.3;0.2;0;43.5;19.3;44 %;8;1;0.7;67 %;9;0.8;6.1;4;1.2;11.5;7.5;65 %;3.2;1.5;47 %;3.2;2.7;84 %;0;0;0 %;11.5;7.5;65 %;5.3;2.8;53 %;1.7;0.3;20 %;0.7;0;0 %;0.7;0.7;100 %;31.2;2.5;25.9;7.3;28 %;5.3;0.7;13 %;5.3;2.3;44 %;20.6;5;24 %;7.1;3.3;47 %;0.2;0.2;100 %;0.2;0;0;0;0 %;0.2;0;0;0 %
17;Самину Квари Абдуллахи;ПОП;Велес Москва;1082;0;0.2;0.1;0.1;100 %;0.5;0.2;33 %;0.02;0.9;1.5;0;0.1;0;72.8;55.6;76 %;0.9;0;0;0 %;11.1;6.4;20.1;6.6;1.7;38.7;30.3;78 %;21.7;14.6;67 %;5.7;5.6;97 %;1.6;0.7;47 %;37.1;29.5;80 %;10.2;8.7;85 %;0.9;0.7;73 %;0.2;0;0 %;0.7;0.7;89 %;29.3;0.2;16.6;10;60 %;3.7;2;55 %;11.5;6.8;59 %;5.2;3.2;61 %;3.5;2.4;69 %;3.3;2.5;75 %;6.2;0.2;0;0;0 %;0;1.3;1.3;100 %
1;Сергей Айдаров;ВРТ;Родина Москва;382;0;0;0.2;0.2;100 %;0;0;0 %;0.00;0;0;0;0;0;37;30.4;82 %;0;0;0;0 %;6.4;6.4;9;0;0;27.8;21.4;77 %;23.1;16.7;72 %;0;0;0 %;15.5;9.9;64 %;12.3;11.5;94 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;12;0.2;0.5;0.5;100 %;0.5;0.5;100 %;0.5;0.5;100 %;0;0;0 %;0;0;0 %;0;0;0 %;5.4;2.1;0;0;0 %;0;0;0;0 %
1;Сергей Волков;ВРТ;Акрон;1539;0;0;0;0;0 %;0;0;0 %;0.00;0;0.2;0;0;0;49.9;46.6;93 %;0;0;0;0 %;3;3;9.1;0;0;40.4;37.4;93 %;30.1;27.3;90 %;0;0;0 %;8.9;6.7;75 %;31.5;30.8;98 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;27.1;0.1;0.8;0.7;92 %;0.4;0.4;100 %;0.8;0.7;92 %;0;0;0 %;0;0;0 %;0;0;0 %;5.9;0.8;0;0;0 %;0;0;0;0 %
31;Сергей Ещенко;ВРТ;Кубань Краснодар;96;0;0;0;0;0 %;0;0;0 %;0.00;0;0;0;0;0;34.7;29.1;84 %;0;0;0;0 %;5.6;5.6;7.5;0;0;27.2;21.6;79 %;27.2;21.6;79 %;0;0;0 %;23.4;18.8;80 %;3.8;2.8;75 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;10.3;0;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;7.5;1.9;0;0;0 %;0;0;0;0 %
6;Сергей Макаров;ПОП;Акрон;1539;0.1;0.2;0.2;0.2;100 %;0.7;0.1;17 %;0.10;0.7;0.1;0;0.1;0;61.5;50.1;82 %;1.8;0.2;0.1;67 %;5.4;2.3;13.6;6.3;0.3;38.5;33.5;87 %;18.7;14.4;77 %;6.1;6;99 %;0.9;0.4;40 %;37.7;33.1;88 %;11.9;10.3;87 %;1.6;0.7;44 %;0.8;0.2;21 %;0.5;0.5;100 %;29.7;0.7;11.2;5.7;51 %;3.3;1.1;32 %;5.7;2.9;50 %;5.4;2.9;53 %;0.5;0.5;100 %;2.5;1.5;60 %;4;0.1;0;0;0 %;0;1.2;1.2;100 %
19;Сергей Пряхин;ЛЦП;Балтика;754;0.5;0;0.6;0.6;100 %;1.6;0.8;54 %;0.21;2.3;2.9;0;0.1;0;60;37.4;62 %;4.7;0.8;0.5;57 %;11.3;1.6;14.6;8.8;1.7;25.4;17.8;70 %;11.9;7;59 %;3.9;3.7;94 %;1.1;0.6;56 %;24.4;17.2;71 %;10.9;7;65 %;6;3.3;56 %;1.1;0;0 %;1.9;1.9;100 %;23.4;1.8;22.1;9.1;41 %;4.8;1.4;30 %;7.8;4.1;52 %;14.3;5;35 %;4.2;2.1;51 %;3.6;1.9;53 %;2.9;2;0;0;0 %;2.3;0.1;0.1;100 %
8;Сергей Серченков;ЦФД;КамАЗ;405;0;0;0;0;0 %;0.7;0.4;67 %;0.08;0.9;1.8;0.7;0.2;0;36.9;17.3;47 %;3.1;0.2;0;0 %;5.6;2.4;6;3.6;2.2;12.9;10;78 %;5.6;3.1;56 %;3.6;3.6;100 %;0;0;0 %;12.9;10;78 %;4.4;3.8;85 %;1.8;0.9;50 %;0.4;0;0 %;0.4;0.4;100 %;26;2.2;17.8;3.6;20 %;8.2;0.7;8 %;4.9;1.3;27 %;12.9;2.2;17 %;0.7;0.2;33 %;0.7;0.2;33 %;0.9;0;0;0;0 %;0;0;0;0 %
11;Сергей Ткачёв;ПВ;Арсенал Тула;1138;0.2;0.1;0.5;0.5;100 %;2;0.6;32 %;0.12;1.6;1.3;0.2;0.2;0;70.8;50.5;71 %;2.2;0.2;0.2;67 %;12.5;3.6;11;5.3;1.1;43.4;34;78 %;18.5;11.8;64 %;10.4;10.1;98 %;1.7;1;59 %;41.7;33;79 %;15.2;10.8;71 %;6.8;3;44 %;1.2;0.2;13 %;1.9;1.7;92 %;40.2;0.6;15.5;6.4;41 %;3;0.8;26 %;6.2;3;49 %;9.3;3.4;36 %;4;2;50 %;3.1;1.3;44 %;3.2;2.1;0.2;0;0 %;1.9;0.5;0.5;100 %
7;Солтмурад Бакаев;ЛЦП;Рубин Казань;42;0;0;0;0;0 %;0;0;0 %;0.00;2.1;0;0;4.3;0;55.7;32.1;58 %;2.1;0;0;0 %;19.3;10.7;12.9;2.1;6.4;32.1;19.3;60 %;21.4;10.7;50 %;2.1;2.1;100 %;2.1;0;0 %;30;19.3;64 %;6.4;2.1;33 %;4.3;2.1;50 %;2.1;0;0 %;0;0;0 %;25.7;0;10.7;6.4;60 %;0;0;0 %;8.6;6.4;75 %;2.1;0;0 %;0;0;0 %;2.1;2.1;100 %;2.1;0;0;0;0 %;0;2.1;2.1;100 %
13;Сослан Кагермазов;ПФЗ;Динамо Махачкала;796;0;0;0.2;0.2;100 %;0.9;0.3;38 %;0.04;0.8;1.2;0;0.2;0;81.6;57.1;70 %;1.7;0.2;0;0 %;16.5;7;19.6;6.6;0.6;46.7;31.9;68 %;33.8;20.7;61 %;3.8;3.8;100 %;4.3;1.2;29 %;42.4;30.6;72 %;13.3;9.3;69 %;5.7;2.8;50 %;2.4;0.1;5 %;0.7;0.7;100 %;30;1.2;17.8;9.8;55 %;5;2.4;48 %;10.2;5.9;58 %;7.6;4;52 %;2.6;1.5;57 %;5.1;3.1;60 %;5.9;0.2;0;0;0 %;0;9;8.4;93 %
4;Сослан Качмазов;ЛЗ;Алания;738;0.1;0;0.1;0.1;100 %;0.7;0.1;17 %;0.07;0.7;0.2;0.1;0.1;0;76.5;62;81 %;2.2;0.2;0.1;50 %;8.8;5.1;19.1;6.7;0.2;47.6;39.6;83 %;23.4;16.6;71 %;9.3;9.1;99 %;2;1.1;56 %;45.6;38.5;84 %;10.7;9.1;85 %;1.5;0.6;42 %;0.6;0;0 %;0.1;0;0 %;27.9;0.9;16.2;10.9;67 %;4.8;2.9;62 %;10.1;7.2;71 %;6.1;3.7;60 %;1.6;1;62 %;3.3;2.6;78 %;4.8;0.5;0;0;0 %;0;9.5;9;95 %
30;Сослан Таказов;ПЦЗ;Кубань Краснодар;1067;0;0;0.1;0.1;100 %;0.7;0.3;38 %;0.05;1;0.5;0;0.3;0;62.8;50.7;81 %;2.4;0.3;0;0 %;6.8;5.1;21.2;3.3;0.3;34.2;27.9;82 %;22.7;16.9;74 %;2.2;2.2;100 %;3.7;2.4;64 %;30.5;25.6;84 %;2;1.5;75 %;0.8;0.3;33 %;0.2;0;0 %;0;0;0 %;21.3;1.3;14.4;10;69 %;8.2;5.7;69 %;11;8.1;74 %;3.5;1.9;54 %;0.3;0.1;33 %;1.9;1.3;65 %;7;1.9;0;0;0 %;0;0.4;0.3;80 %
1;Станислав Агкацев;ВРТ;Краснодар;675;0;0;0;0;0 %;0;0;0 %;0.00;0;0;0;0;0;42.3;37.2;88 %;0;0;0;0 %;4.9;4.9;5.9;0;0;36.1;31.2;86 %;27.5;22.5;82 %;0;0;0 %;13.9;9.7;70 %;22.3;21.5;96 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;20.9;0;0.5;0.5;100 %;0.4;0.4;100 %;0.5;0.5;100 %;0;0;0 %;0.1;0.1;100 %;0;0;0 %;5.6;2;0;0;0 %;0;0;0;0 %
1;Станислав Антипин;ВРТ;Енисей;190;0;0;0;0;0 %;0;0;0 %;0.00;0;0;0;0;0;41.2;36;87 %;0;0;0;0 %;4.7;4.7;6.2;0;0;34.1;29.4;86 %;22.7;18.5;81 %;0.5;0;0 %;5.2;2.8;55 %;28.9;26.5;92 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;21.8;0;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;7.6;1.4;0;0;0 %;0;0;0;0 %
91;Степан Комар;ЛЗ;Краснодар 2;85;0;0;0;0;0 %;3.2;0;0 %;0.48;3.2;0;0;0;0;85.8;61.4;72 %;3.2;1.1;0;0 %;12.7;5.3;10.6;5.3;0;61.4;49.8;81 %;37.1;28.6;77 %;10.6;8.5;80 %;1.1;1.1;100 %;60.4;48.7;81 %;28.6;22.2;78 %;2.1;1.1;50 %;1.1;0;0 %;0;0;0 %;41.3;2.1;16.9;7.4;44 %;3.2;2.1;67 %;7.4;4.2;57 %;9.5;3.2;33 %;1.1;0;0 %;4.2;2.1;50 %;5.3;0;0;0;0 %;0;18;16.9;94 %
3;Стефен Годфри Биток;ЛЗ;Волга Ульяновск;97;0;0.9;0.9;0.9;100 %;0.9;0.9;100 %;0.10;0;1.9;0;0;0;94.6;74.2;78 %;2.8;0;0;0 %;15.8;4.6;17.6;6.5;0;65.9;51;77 %;37.1;27.8;75 %;11.1;11.1;100 %;2.8;0.9;33 %;63.1;50.1;79 %;3.7;0.9;25 %;6.5;1.9;29 %;6.5;0.9;14 %;0.9;0.9;100 %;39;0.9;11.1;5.6;50 %;3.7;2.8;75 %;5.6;3.7;67 %;5.6;1.9;33 %;0.9;0;0 %;0.9;0.9;100 %;3.7;0;0;0;0 %;0;19.5;19.5;100 %
